country,year,liters,value,name
Republica Dominicana,2010,0,0,
Romênia,2010,0,0,Romania
Rússia,2010,0,0,Russia
Síria,2010,0,0,Syria
Suíça,2010,2483,8010,Switzerland
Tunísia,2010,0,0,Tunisia
Turquia,2010,0,0,Turkey
Ucrânia,2010,0,0,Ukraine
Uruguai,2010,1219387,3175051,Uruguay
Não consta na tabela,2010,0,0,
Não declarados,2010,0,0,
Outros,2010,0,0,
Africa do Sul,2011,507509,2136394,South Africa
Alemanha,2011,198025,933545,Germany
Argélia,2011,0,0,Algeria
Arábia Saudita,2011,0,0,Saudi Arabia
Argentina,2011,16673491,58806736,Argentina
Austrália,2011,824440,2811273,Australia
Áustria,2011,6357,56227,Austria
Bélgica,2011,0,0,Belgium
Bolívia,2011,0,0,Bolivia
Brasil,2011,93,1164,Brazil
Bulgária,2011,1097,2527,Bulgaria
Canada,2011,2322,35032,
Chile,2011,26642889,84952500,Chile
China,2011,0,0,China
"Coreia do Sul, República",2011,0,0,
Croácia,2011,450,12388,Croatia
Emirados Árabes Unidos,2011,0,0,United Arab Emirates
Eslovênia,2011,3600,62602,Slovenia
Eslováquia,2011,0,0,Slovakia
Espanha,2011,1999970,11175636,Spain
Estados Unidos,2011,369806,1756901,United States
França,2011,3329437,22917012,France
Geórgia,2011,0,0,Georgia
Grécia,2011,82207,414329,Greece
Hungria,2011,15073,256240,Hungary
Indonesia,2011,0,0,
Irlanda,2011,0,0,Ireland
Israel,2011,16382,68676,Israel
Itália,2011,12025827,35481781,Italy
Japão,2011,0,0,Japan
Iugoslavia,2011,0,0,
Líbano,2011,17685,137954,Lebanon
Luxemburgo,2011,0,0,Luxembourg
Macedônia,2011,0,0,Macedonia
Marrocos,2011,0,0,Morocco
México,2011,0,0,Mexico
Montenegro,2011,0,0,Montenegro
Noruega,2011,0,0,Norway
Nova Zelândia,2011,151194,1267863,New Zealand
Paises Baixos (Holanda),2011,0,0,
Panamá,2011,0,0,Panama
Peru,2011,0,0,Peru
Porto Rico,2011,0,0,Puerto Rico
Portugal,2011,8556375,35247223,Portugal
Reino Unido,2011,270,6021,United Kingdom
Republica Dominicana,2011,0,0,
Romênia,2011,0,0,Romania
Rússia,2011,0,0,Russia
Síria,2011,0,0,Syria
Suíça,2011,0,0,Switzerland
Tunísia,2011,16420,37492,Tunisia
Turquia,2011,0,0,Turkey
Ucrânia,2011,0,0,Ukraine
Uruguai,2011,1264306,3481552,Uruguay
Não consta na tabela,2011,0,0,
Não declarados,2011,0,0,
Outros,2011,0,0,
Africa do Sul,2012,722327,3041449,South Africa
Alemanha,2012,113243,591167,Germany
Argélia,2012,0,0,Algeria
Arábia Saudita,2012,0,0,Saudi Arabia
Argentina,2012,14613839,55633562,Argentina
Austrália,2012,615334,2474783,Australia
Áustria,2012,8098,85116,Austria
Bélgica,2012,0,0,Belgium
Bolívia,2012,0,0,Bolivia
Brasil,2012,1051,15016,Brazil
Bulgária,2012,0,0,Bulgaria
Canada,2012,0,0,
Chile,2012,30258795,93315735,Chile
China,2012,0,0,China
"Coreia do Sul, República",2012,0,0,
Croácia,2012,630,16571,Croatia
Emirados Árabes Unidos,2012,0,0,United Arab Emirates
Eslovênia,2012,433,1223,Slovenia
Eslováquia,2012,0,0,Slovakia
Espanha,2012,2540209,11724946,Spain
Estados Unidos,2012,379329,1995929,United States
França,2012,3181440,21636175,France
Geórgia,2012,0,0,Georgia
Grécia,2012,68966,323206,Greece
Hungria,2012,10404,168862,Hungary
Indonesia,2012,0,0,
Irlanda,2012,0,0,Ireland
Israel,2012,8439,47579,Israel
Itália,2012,10506144,30750897,Italy
Japão,2012,0,0,Japan
Iugoslavia,2012,0,0,
Líbano,2012,5805,47826,Lebanon
Luxemburgo,2012,0,0,Luxembourg
Macedônia,2012,0,0,Macedonia
Marrocos,2012,450,3851,Morocco
México,2012,0,0,Mexico
Montenegro,2012,0,0,Montenegro
Noruega,2012,0,0,Norway
Nova Zelândia,2012,81611,790355,New Zealand
Paises Baixos (Holanda),2012,0,0,
Panamá,2012,0,0,Panama
Peru,2012,0,0,Peru
Porto Rico,2012,0,0,Puerto Rico
Portugal,2012,9714940,36190898,Portugal
Reino Unido,2012,406,26466,United Kingdom
Republica Dominicana,2012,0,0,
Romênia,2012,33750,85321,Romania
Rússia,2012,0,0,Russia
Síria,2012,0,0,Syria
Suíça,2012,0,0,Switzerland
Tunísia,2012,19913,42918,Tunisia
Turquia,2012,0,0,Turkey
Ucrânia,2012,0,0,Ukraine
Uruguai,2012,1323884,3735892,Uruguay
Não consta na tabela,2012,0,0,
Não declarados,2012,0,0,
Outros,2012,0,0,
Africa do Sul,2013,475331,1985184,South Africa
Alemanha,2013,114866,414070,Germany
Argélia,2013,0,0,Algeria
Arábia Saudita,2013,0,0,Saudi Arabia
Argentina,2013,12732815,49524694,Argentina
Austrália,2013,553190,1703815,Australia
Áustria,2013,56849,227204,Austria
Bélgica,2013,0,0,Belgium
Bolívia,2013,0,0,Bolivia
Brasil,2013,473,5747,Brazil
Bulgária,2013,5947,21988,Bulgaria
Canada,2013,0,0,
Chile,2013,28288212,90281256,Chile
China,2013,0,0,China
"Coreia do Sul, República",2013,0,0,
Croácia,2013,0,0,Croatia
Emirados Árabes Unidos,2013,0,0,United Arab Emirates
Eslovênia,2013,2192,25307,Slovenia
Eslováquia,2013,0,0,Slovakia
Espanha,2013,2772104,13570874,Spain
Estados Unidos,2013,518888,2817086,United States
França,2013,3265362,23336291,France
Geórgia,2013,33750,134202,Georgia
Grécia,2013,13241,71175,Greece
Hungria,2013,10911,140198,Hungary
Indonesia,2013,0,0,
Irlanda,2013,0,0,Ireland
Israel,2013,24622,97645,Israel
Itália,2013,8308831,30799292,Italy
Japão,2013,0,0,Japan
Iugoslavia,2013,0,0,
Líbano,2013,6588,75810,Lebanon
Luxemburgo,2013,0,0,Luxembourg
Macedônia,2013,0,0,Macedonia
Marrocos,2013,0,0,Morocco
México,2013,0,0,Mexico
Montenegro,2013,0,0,Montenegro
Noruega,2013,0,0,Norway
Nova Zelândia,2013,90728,840521,New Zealand
Paises Baixos (Holanda),2013,0,0,
Panamá,2013,0,0,Panama
Peru,2013,0,0,Peru
Porto Rico,2013,0,0,Puerto Rico
Portugal,2013,9299080,35729522,Portugal
Reino Unido,2013,127,2789,United Kingdom
Republica Dominicana,2013,0,0,
Romênia,2013,0,0,Romania
Rússia,2013,0,0,Russia
Síria,2013,0,0,Syria
Suíça,2013,0,0,Switzerland
Tunísia,2013,8000,20892,Tunisia
Turquia,2013,0,0,Turkey
Ucrânia,2013,0,0,Ukraine
Uruguai,2013,1372329,3740613,Uruguay
Não consta na tabela,2013,0,0,
Não declarados,2013,0,0,
Outros,2013,0,0,
Africa do Sul,2014,722715,3033932,South Africa
Alemanha,2014,115804,483316,Germany
Argélia,2014,0,0,Algeria
Arábia Saudita,2014,0,0,Saudi Arabia
Argentina,2014,13437321,53815956,Argentina
Austrália,2014,236742,1008851,Australia
Áustria,2014,2770,32116,Austria
Bélgica,2014,0,0,Belgium
Bolívia,2014,0,0,Bolivia
Brasil,2014,449,6011,Brazil
Bulgária,2014,15019,46857,Bulgaria
Canada,2014,1530,25958,
Chile,2014,35479279,113375484,Chile
China,2014,0,0,China
"Coreia do Sul, República",2014,0,0,
Croácia,2014,0,0,Croatia
Emirados Árabes Unidos,2014,35,1138,United Arab Emirates
Eslovênia,2014,4190,23377,Slovenia
Eslováquia,2014,0,0,Slovakia
Espanha,2014,2760797,12797753,Spain
Estados Unidos,2014,788773,4171731,United States
França,2014,3592782,27480375,France
Geórgia,2014,0,0,Georgia
Grécia,2014,24244,107195,Greece
Hungria,2014,18733,114610,Hungary
Indonesia,2014,0,0,
Irlanda,2014,0,0,Ireland
Israel,2014,7734,40372,Israel
Itália,2014,8566756,31697736,Italy
Japão,2014,0,0,Japan
Iugoslavia,2014,0,0,
Líbano,2014,47610,270145,Lebanon
Luxemburgo,2014,0,0,Luxembourg
Macedônia,2014,252,497,Macedonia
Marrocos,2014,0,0,Morocco
México,2014,0,0,Mexico
Montenegro,2014,0,0,Montenegro
Noruega,2014,0,0,Norway
Nova Zelândia,2014,106251,843533,New Zealand
Paises Baixos (Holanda),2014,0,0,
Panamá,2014,0,0,Panama
Peru,2014,3201,7906,Peru
Porto Rico,2014,0,0,Puerto Rico
Portugal,2014,9735153,37071142,Portugal
Reino Unido,2014,315,9410,United Kingdom
Republica Dominicana,2014,0,0,
Romênia,2014,4163,5629,Romania
Rússia,2014,0,0,Russia
Síria,2014,0,0,Syria
Suíça,2014,0,0,Switzerland
Tunísia,2014,0,0,Tunisia
Turquia,2014,0,0,Turkey
Ucrânia,2014,0,0,Ukraine
Uruguai,2014,1237537,3782282,Uruguay
Não consta na tabela,2014,0,0,
Não declarados,2014,0,0,
Outros,2014,0,0,
Africa do Sul,2015,743335,2996543,South Africa
Alemanha,2015,95171,358275,Germany
Argélia,2015,0,0,Algeria
Arábia Saudita,2015,0,0,Saudi Arabia
Argentina,2015,12465041,48043201,Argentina
Austrália,2015,395030,1261810,Australia
Áustria,2015,360,3891,Austria
Bélgica,2015,0,0,Belgium
Bolívia,2015,0,0,Bolivia
Brasil,2015,1359,12919,Brazil
Bulgária,2015,17244,51678,Bulgaria
Canada,2015,0,0,
Chile,2015,36686870,107684380,Chile
China,2015,0,0,China
"Coreia do Sul, República",2015,0,0,
Croácia,2015,2069,3779,Croatia
Emirados Árabes Unidos,2015,529,10093,United Arab Emirates
Eslovênia,2015,4640,24190,Slovenia
Eslováquia,2015,0,0,Slovakia
Espanha,2015,3024533,11396855,Spain
Estados Unidos,2015,775131,3848755,United States
França,2015,3617130,19353291,France
Geórgia,2015,0,0,Georgia
Grécia,2015,55680,190185,Greece
Hungria,2015,5117,74688,Hungary
Indonesia,2015,0,0,
Irlanda,2015,0,0,Ireland
Israel,2015,19028,55248,Israel
Itália,2015,8261383,25846195,Italy
Japão,2015,0,0,Japan
Iugoslavia,2015,0,0,
Líbano,2015,6480,56196,Lebanon
Luxemburgo,2015,0,0,Luxembourg
Macedônia,2015,0,0,Macedonia
Marrocos,2015,1755,15082,Morocco
México,2015,0,0,Mexico
Montenegro,2015,0,0,Montenegro
Noruega,2015,0,0,Norway
Nova Zelândia,2015,117340,950751,New Zealand
Paises Baixos (Holanda),2015,0,0,
Panamá,2015,0,0,Panama
Peru,2015,0,0,Peru
Porto Rico,2015,0,0,Puerto Rico
Portugal,2015,9952290,32547365,Portugal
Reino Unido,2015,90,1352,United Kingdom
Republica Dominicana,2015,0,0,
Romênia,2015,5950,7925,Romania
Rússia,2015,0,0,Russia
Síria,2015,0,0,Syria
Suíça,2015,1125,6284,Switzerland
Tunísia,2015,0,0,Tunisia
Turquia,2015,32247,109741,Turkey
Ucrânia,2015,0,0,Ukraine
Uruguai,2015,1399547,4069100,Uruguay
Não consta na tabela,2015,0,0,
Não declarados,2015,0,0,
Outros,2015,0,0,
Africa do Sul,2016,578829,1686226,South Africa
Alemanha,2016,158386,606333,Germany
Argélia,2016,0,43,Algeria
Arábia Saudita,2016,0,43,Saudi Arabia
Argentina,2016,14098009,45214862,Argentina
Austrália,2016,498515,1537834,Australia
Áustria,2016,1485,7551,Austria
Bélgica,2016,7,1090,Belgium
Bolívia,2016,0,0,Bolivia
Brasil,2016,183,2127,Brazil
Bulgária,2016,17777,55253,Bulgaria
Canada,2016,0,0,
Chile,2016,43400991,123183079,Chile
China,2016,108,213,China
"Coreia do Sul, República",2016,0,0,
Croácia,2016,0,0,Croatia
Emirados Árabes Unidos,2016,2175,35489,United Arab Emirates
Eslovênia,2016,14366,46972,Slovenia
Eslováquia,2016,1305,3878,Slovakia
Espanha,2016,3948614,12221512,Spain
Estados Unidos,2016,725420,2924715,United States
França,2016,3831566,15940341,France
Geórgia,2016,0,0,Georgia
Grécia,2016,6568,18637,Greece
Hungria,2016,8315,58756,Hungary
Indonesia,2016,0,43,
Irlanda,2016,0,43,Ireland
Israel,2016,12548,44277,Israel
Itália,2016,7936409,22216811,Italy
Japão,2016,0,0,Japan
Iugoslavia,2016,0,0,
Líbano,2016,10665,71374,Lebanon
Luxemburgo,2016,0,43,Luxembourg
Macedônia,2016,0,0,Macedonia
Marrocos,2016,0,0,Morocco
México,2016,0,0,Mexico
Montenegro,2016,0,0,Montenegro
Noruega,2016,396,253,Norway
Nova Zelândia,2016,50177,361030,New Zealand
Paises Baixos (Holanda),2016,0,43,
Panamá,2016,0,0,Panama
Peru,2016,0,0,Peru
Porto Rico,2016,0,0,Puerto Rico
Portugal,2016,10821232,29495190,Portugal
Reino Unido,2016,5,255,United Kingdom
Republica Dominicana,2016,0,43,
Romênia,2016,0,0,Romania
Rússia,2016,0,43,Russia
Síria,2016,0,0,Syria
Suíça,2016,6,245,Switzerland
Tunísia,2016,0,0,Tunisia
Turquia,2016,0,0,Turkey
Ucrânia,2016,5319,9679,Ukraine
Uruguai,2016,2215692,5099162,Uruguay
Não consta na tabela,2016,0,0,
Não declarados,2016,0,0,
Outros,2016,0,0,
Africa do Sul,2017,1138732,3241298,South Africa
Alemanha,2017,83289,315959,Germany
Argélia,2017,0,0,Algeria
Arábia Saudita,2017,0,0,Saudi Arabia
Argentina,2017,15461740,51770842,Argentina
Austrália,2017,354641,1246545,Australia
Áustria,2017,2655,24629,Austria
Bélgica,2017,4376,45221,Belgium
Bolívia,2017,0,0,Bolivia
Brasil,2017,845617,260135,Brazil
Bulgária,2017,35284,68234,Bulgaria
Canada,2017,0,0,
Chile,2017,51787643,145628860,Chile
China,2017,1000,613,China
"Coreia do Sul, República",2017,0,0,
Croácia,2017,0,0,Croatia
Emirados Árabes Unidos,2017,0,0,United Arab Emirates
Eslovênia,2017,0,0,Slovenia
Eslováquia,2017,21424,64828,Slovakia
Espanha,2017,7240535,19834451,Spain
Estados Unidos,2017,1372347,4110641,United States
França,2017,5921728,25280255,France
Geórgia,2017,0,0,Georgia
Grécia,2017,40775,139486,Greece
Hungria,2017,23813,168353,Hungary
Indonesia,2017,0,0,
Irlanda,2017,0,0,Ireland
Israel,2017,37302,120463,Israel
Itália,2017,11538990,33707111,Italy
Japão,2017,0,0,Japan
Iugoslavia,2017,0,0,
Líbano,2017,12737,93480,Lebanon
Luxemburgo,2017,0,0,Luxembourg
Macedônia,2017,0,0,Macedonia
Marrocos,2017,0,0,Morocco
México,2017,0,0,Mexico
Montenegro,2017,0,0,Montenegro
Noruega,2017,5,27,Norway
Nova Zelândia,2017,31379,248412,New Zealand
Paises Baixos (Holanda),2017,0,0,
Panamá,2017,0,0,Panama
Peru,2017,0,0,Peru
Porto Rico,2017,0,0,Puerto Rico
Portugal,2017,17345709,45032247,Portugal
Reino Unido,2017,16,1033,United Kingdom
Republica Dominicana,2017,0,0,
Romênia,2017,18509,52150,Romania
Rússia,2017,0,0,Russia
Síria,2017,398,269,Syria
Suíça,2017,138,2873,Switzerland
Tunísia,2017,0,0,Tunisia
Turquia,2017,0,0,Turkey
Ucrânia,2017,865,931,Ukraine
Uruguai,2017,5009098,7751966,Uruguay
Não consta na tabela,2017,0,0,
Não declarados,2017,0,0,
Outros,2017,0,0,
Africa do Sul,2018,1127053,3574371,South Africa
Alemanha,2018,142971,516975,Germany
Argélia,2018,0,0,Algeria
Arábia Saudita,2018,563,3249,Saudi Arabia
Argentina,2018,15221318,52817642,Argentina
Austrália,2018,3518,21664,Australia
Áustria,2018,513995,1567866,Austria
Bélgica,2018,163,1201,Belgium
Bolívia,2018,0,0,Bolivia
Brasil,2018,18040,121806,Brazil
Bulgária,2018,16166,17550,Bulgaria
Canada,2018,301,17418,
Chile,2018,51104825,144731210,Chile
China,2018,5,472,China
"Coreia do Sul, República",2018,0,0,
Croácia,2018,0,0,Croatia
Emirados Árabes Unidos,2018,0,0,United Arab Emirates
Eslovênia,2018,20976,68521,Slovenia
Eslováquia,2018,10800,17938,Slovakia
Espanha,2018,5595268,19353631,Spain
Estados Unidos,2018,548655,2584781,United States
França,2018,4653789,22688105,France
Geórgia,2018,8164,20416,Georgia
Grécia,2018,41601,135185,Greece
Hungria,2018,23742,113405,Hungary
Indonesia,2018,36,210,
Irlanda,2018,107,954,Ireland
Israel,2018,40354,182017,Israel
Itália,2018,10154564,34857594,Italy
Japão,2018,0,0,Japan
Iugoslavia,2018,0,0,
Líbano,2018,19742,150044,Lebanon
Luxemburgo,2018,5,42,Luxembourg
Macedônia,2018,0,0,Macedonia
Marrocos,2018,0,0,Morocco
México,2018,134,804,Mexico
Montenegro,2018,0,0,Montenegro
Noruega,2018,0,0,Norway
Nova Zelândia,2018,130854,686193,New Zealand
Paises Baixos (Holanda),2018,283,8719,
Panamá,2018,0,0,Panama
Peru,2018,77,653,Peru
Porto Rico,2018,47,404,Puerto Rico
Portugal,2018,17698831,53237413,Portugal
Reino Unido,2018,4126,51034,United Kingdom
Republica Dominicana,2018,2,13,
Romênia,2018,13719,9695,Romania
Rússia,2018,17483,66160,Russia
Síria,2018,0,0,Syria
Suíça,2018,559,7647,Switzerland
Tunísia,2018,0,0,Tunisia
Turquia,2018,1591,1245,Turkey
Ucrânia,2018,0,0,Ukraine
Uruguai,2018,2836574,8467846,Uruguay
Não consta na tabela,2018,0,0,
Não declarados,2018,0,0,
Outros,2018,0,0,
Africa do Sul,2019,1092042,3604038,South Africa
Alemanha,2019,101055,412794,Germany
Argélia,2019,0,0,Algeria
Arábia Saudita,2019,0,0,Saudi Arabia
Argentina,2019,16548931,54527380,Argentina
Austrália,2019,16292,1214643,Australia
Áustria,2019,348289,128379,Austria
Bélgica,2019,7,30,Belgium
Bolívia,2019,0,0,Bolivia
Brasil,2019,29295,246008,Brazil
Bulgária,2019,10944,9915,Bulgaria
Canada,2019,0,0,
Chile,2019,52697108,145471294,Chile
China,2019,317,2458,China
"Coreia do Sul, República",2019,0,0,
Croácia,2019,450,2900,Croatia
Emirados Árabes Unidos,2019,0,0,United Arab Emirates
Eslovênia,2019,30968,101190,Slovenia
Eslováquia,2019,459,3160,Slovakia
Espanha,2019,5797980,17111436,Spain
Estados Unidos,2019,534870,2400830,United States
França,2019,5324383,24299524,France
Geórgia,2019,21748,41161,Georgia
Grécia,2019,21251,70881,Greece
Hungria,2019,34591,146500,Hungary
Indonesia,2019,258,1464,
Irlanda,2019,179,1705,Ireland
Israel,2019,52237,182602,Israel
Itália,2019,10323254,33355982,Italy
Japão,2019,153,1429,Japan
Iugoslavia,2019,0,0,
Líbano,2019,21836,167358,Lebanon
Luxemburgo,2019,0,0,Luxembourg
Macedônia,2019,1323,874,Macedonia
Marrocos,2019,2250,16816,Morocco
México,2019,646,3927,Mexico
Montenegro,2019,1701,5440,Montenegro
Noruega,2019,0,0,Norway
Nova Zelândia,2019,133179,776830,New Zealand
Paises Baixos (Holanda),2019,634,5297,
Panamá,2019,17,96,Panama
Peru,2019,0,0,Peru
Porto Rico,2019,21,115,Puerto Rico
Portugal,2019,18228699,51444189,Portugal
Reino Unido,2019,4819,46623,United Kingdom
Republica Dominicana,2019,0,0,
Romênia,2019,5196,6706,Romania
Rússia,2019,0,0,Russia
Síria,2019,641,409,Syria
Suíça,2019,4510,63619,Switzerland
Tunísia,2019,0,0,Tunisia
Turquia,2019,0,0,Turkey
Ucrânia,2019,4646,3074,Ukraine
Uruguai,2019,2778244,7938059,Uruguay
Não consta na tabela,2019,0,0,
Não declarados,2019,0,0,
Outros,2019,0,0,
